Iteration,Heuristic Value,Restarted,Inner Iteration,Time
2216,17,63,10,13601.0000
2217,18,63,11,13606.0000
2218,19,63,12,13608.0000
2219,20,63,13,13619.0000
2220,21,63,14,13624.0000
2221,22,63,15,13630.0000
2222,23,63,16,13636.0000
2223,24,63,17,13642.0000
2224,25,63,18,13648.0000
2225,26,63,19,13650.0000
2226,27,63,20,13660.0000
2227,28,63,21,13666.0000
2228,29,63,22,13669.0000
2229,30,63,23,13678.0000
2230,31,63,24,13685.0000
2231,32,63,25,13691.0000
2232,33,63,26,13694.0000
2233,34,63,27,13703.0000
2234,35,63,28,13704.0000
2235,36,63,29,13715.0000
2236,37,63,30,13722.0000
2237,38,63,31,13728.0000
2238,39,63,32,13734.0000
2239,40,63,33,13741.0000
2240,40,63,34,13747.0000
2241,3,64,1,13754.0000
2242,5,64,2,13760.0000
2243,7,64,3,13765.0000
2244,9,64,4,13773.0000
2245,11,64,5,13780.0000
2246,12,64,6,13784.0000
2247,13,64,7,13792.0000
2248,14,64,8,13800.0000
2249,15,64,9,13805.0000
2250,16,64,10,13813.0000
2251,17,64,11,13819.0000
2252,18,64,12,13826.0000
2253,19,64,13,13832.0000
2254,20,64,14,13838.0000
2255,21,64,15,13844.0000
2256,22,64,16,13849.0000
2257,23,64,17,13855.0000
2258,24,64,18,13857.0000
2259,26,64,19,13865.0000
2260,27,64,20,13868.0000
2261,28,64,21,13877.0000
2262,29,64,22,13880.0000
2263,30,64,23,13889.0000
2264,31,64,24,13894.0000
2265,32,64,25,13899.0000
2266,33,64,26,13907.0000
2267,34,64,27,13911.0000
2268,35,64,28,13918.0000
2269,36,64,29,13923.0000
2270,37,64,30,13930.0000
2271,38,64,31,13935.0000
2272,39,64,32,13942.0000
2273,39,64,33,13944.0000
2274,39,64,34,13954.0000
2275,39,64,35,13959.0000
2276,39,64,36,13966.0000
2277,39,64,37,13971.0000
2278,40,64,38,13978.0000
2279,41,64,39,13984.0000
2280,41,64,40,13990.0000
2281,3,65,1,13997.0000
2282,5,65,2,14002.0000
2283,7,65,3,14009.0000
2284,9,65,4,14016.0000
2285,10,65,5,14020.0000
2286,12,65,6,14029.0000
2287,14,65,7,14035.0000
2288,16,65,8,14042.0000
2289,17,65,9,14044.0000
2290,18,65,10,14055.0000
2291,19,65,11,14062.0000
2292,20,65,12,14068.0000
2293,21,65,13,14074.0000
2294,22,65,14,14080.0000
2295,23,65,15,14086.0000
2296,25,65,16,14092.0000
2297,26,65,17,14095.0000
2298,27,65,18,14104.0000
2299,28,65,19,14109.0000
2300,29,65,20,14115.0000
2301,30,65,21,14121.0000
2302,31,65,22,14125.0000
2303,32,65,23,14133.0000
2304,33,65,24,14139.0000
2305,34,65,25,14145.0000
2306,35,65,26,14151.0000
2307,35,65,27,14158.0000
2308,3,66,1,14164.0000
2309,5,66,2,14171.0000
2310,7,66,3,14177.0000
2311,8,66,4,14183.0000
2312,10,66,5,14188.0000
2313,11,66,6,14195.0000
2314,12,66,7,14196.0000
2315,14,66,8,14205.0000
2316,15,66,9,14208.0000
2317,16,66,10,14216.0000
2318,17,66,11,14222.0000
2319,18,66,12,14227.0000
2320,19,66,13,14234.0000
2321,21,66,14,14240.0000
2322,22,66,15,14245.0000
2323,23,66,16,14251.0000
2324,24,66,17,14255.0000
2325,25,66,18,14263.0000
2326,26,66,19,14269.0000
2327,27,66,20,14276.0000
2328,29,66,21,14282.0000
2329,30,66,22,14288.0000
2330,31,66,23,14295.0000
2331,32,66,24,14300.0000
2332,33,66,25,14307.0000
2333,34,66,26,14313.0000
2334,35,66,27,14318.0000
2335,36,66,28,14326.0000
2336,37,66,29,14330.0000
2337,38,66,30,14338.0000
2338,39,66,31,14342.0000
2339,40,66,32,14350.0000
2340,41,66,33,14354.0000
2341,42,66,34,14362.0000
2342,43,66,35,14366.0000
2343,43,66,36,14376.0000
2344,44,66,37,14378.0000
2345,44,66,38,14389.0000
2346,2,67,1,14396.0000
2347,4,67,2,14402.0000
2348,6,67,3,14409.0000
2349,8,67,4,14415.0000
2350,10,67,5,14422.0000
2351,12,67,6,14428.0000
2352,13,67,7,14435.0000
2353,14,67,8,14441.0000
2354,16,67,9,14445.0000
2355,17,67,10,14453.0000
2356,18,67,11,14458.0000
2357,19,67,12,14464.0000
2358,21,67,13,14469.0000
2359,22,67,14,14475.0000
2360,23,67,15,14480.0000
2361,24,67,16,14486.0000
2362,25,67,17,14491.0000
2363,26,67,18,14495.0000
2364,27,67,19,14503.0000
2365,28,67,20,14509.0000
2366,29,67,21,14515.0000
2367,30,67,22,14520.0000
2368,31,67,23,14525.0000
2369,32,67,24,14532.0000
2370,33,67,25,14536.0000
2371,35,67,26,14545.0000
2372,36,67,27,14548.0000
2373,37,67,28,14556.0000
2374,37,67,29,14560.0000
2375,38,67,30,14569.0000
2376,38,67,31,14575.0000
2377,38,67,32,14580.0000
2378,2,68,1,14587.0000
2379,4,68,2,14595.0000
2380,6,68,3,14601.0000
2381,8,68,4,14608.0000
2382,10,68,5,14614.0000
2383,12,68,6,14621.0000
2384,14,68,7,14627.0000
2385,16,68,8,14634.0000
2386,18,68,9,14641.0000
2387,20,68,10,14645.0000
2388,22,68,11,14654.0000
2389,23,68,12,14661.0000
2390,24,68,13,14664.0000
2391,25,68,14,14674.0000
2392,26,68,15,14682.0000
2393,27,68,16,14688.0000
2394,28,68,17,14695.0000
2395,29,68,18,14700.0000
2396,30,68,19,14706.0000
2397,31,68,20,14712.0000
2398,32,68,21,14718.0000
2399,33,68,22,14724.0000
2400,34,68,23,14730.0000
2401,35,68,24,14735.0000
2402,36,68,25,14742.0000
2403,37,68,26,14748.0000
2404,38,68,27,14753.0000
2405,38,68,28,14760.0000
2406,39,68,29,14766.0000
2407,39,68,30,14772.0000
2408,39,68,31,14778.0000
2409,39,68,32,14783.0000
2410,39,68,33,14790.0000
2411,39,68,34,14796.0000
2412,39,68,35,14801.0000
2413,39,68,36,14808.0000
2414,39,68,37,14815.0000
2415,39,68,38,14820.0000
2416,40,68,39,14826.0000
2417,40,68,40,14832.0000
2418,2,69,1,14839.0000
2419,4,69,2,14846.0000
2420,5,69,3,14852.0000
2421,6,69,4,14857.0000
2422,7,69,5,14866.0000
2423,9,69,6,14872.0000
2424,10,69,7,14876.0000
2425,12,69,8,14886.0000
2426,14,69,9,14891.0000
2427,15,69,10,14895.0000
2428,16,69,11,14902.0000
2429,17,69,12,14908.0000
2430,18,69,13,14914.0000
2431,19,69,14,14919.0000
2432,20,69,15,14925.0000
2433,21,69,16,14930.0000
2434,22,69,17,14936.0000
2435,23,69,18,14941.0000
2436,24,69,19,14946.0000
2437,25,69,20,14952.0000
2438,26,69,21,14955.0000
2439,27,69,22,14963.0000
2440,28,69,23,14966.0000
2441,29,69,24,14976.0000
2442,30,69,25,14979.0000
2443,31,69,26,14987.0000
2444,32,69,27,14991.0000
2445,33,69,28,14999.0000
2446,34,69,29,15006.0000
2447,35,69,30,15010.0000
2448,36,69,31,15017.0000
2449,37,69,32,15021.0000
2450,38,69,33,15029.0000
2451,39,69,34,15035.0000
2452,39,69,35,15042.0000
2453,2,70,1,15045.0000
2454,4,70,2,15055.0000
2455,6,70,3,15058.0000
2456,8,70,4,15068.0000
2457,9,70,5,15070.0000
2458,10,70,6,15078.0000
2459,12,70,7,15082.0000
2460,14,70,8,15089.0000
2461,15,70,9,15094.0000
2462,17,70,10,15100.0000
2463,18,70,11,15105.0000
2464,19,70,12,15106.0000
2465,20,70,13,15116.0000
2466,21,70,14,15118.0000
2467,22,70,15,15127.0000
2468,23,70,16,15130.0000
2469,25,70,17,15140.0000
2470,26,70,18,15146.0000
2471,27,70,19,15149.0000
2472,28,70,20,15157.0000
2473,29,70,21,15160.0000
2474,30,70,22,15169.0000
2475,31,70,23,15175.0000
2476,32,70,24,15179.0000
2477,33,70,25,15188.0000
2478,34,70,26,15191.0000
2479,35,70,27,15200.0000
2480,36,70,28,15204.0000
2481,37,70,29,15212.0000
2482,38,70,30,15216.0000
2483,38,70,31,15223.0000
2484,38,70,32,15230.0000
2485,39,70,33,15235.0000
2486,39,70,34,15242.0000
2487,3,71,1,15249.0000
2488,5,71,2,15255.0000
2489,7,71,3,15262.0000
2490,8,71,4,15268.0000
2491,9,71,5,15273.0000
2492,11,71,6,15279.0000
2493,12,71,7,15284.0000
2494,13,71,8,15290.0000
2495,14,71,9,15295.0000
2496,15,71,10,15302.0000
2497,16,71,11,15307.0000
2498,17,71,12,15313.0000
2499,18,71,13,15319.0000
2500,19,71,14,15325.0000
2501,20,71,15,15331.0000
2502,22,71,16,15337.0000
2503,23,71,17,15343.0000
2504,25,71,18,15349.0000
2505,26,71,19,15355.0000
2506,27,71,20,15361.0000
2507,28,71,21,15367.0000
2508,29,71,22,15372.0000
2509,30,71,23,15379.0000
2510,31,71,24,15385.0000
2511,32,71,25,15391.0000
2512,33,71,26,15397.0000
2513,34,71,27,15403.0000
2514,35,71,28,15410.0000
2515,36,71,29,15415.0000
2516,37,71,30,15422.0000
2517,38,71,31,15428.0000
2518,38,71,32,15435.0000
2519,2,72,1,15441.0000
2520,4,72,2,15447.0000
2521,6,72,3,15455.0000
2522,8,72,4,15461.0000
2523,10,72,5,15468.0000
2524,12,72,6,15470.0000
2525,13,72,7,15481.0000
2526,14,72,8,15486.0000
2527,15,72,9,15489.0000
2528,16,72,10,15497.0000
2529,17,72,11,15500.0000
2530,18,72,12,15508.0000
2531,19,72,13,15513.0000
2532,20,72,14,15519.0000
2533,21,72,15,15525.0000
2534,22,72,16,15530.0000
2535,23,72,17,15536.0000
2536,24,72,18,15537.0000
2537,25,72,19,15547.0000
2538,26,72,20,15553.0000
2539,27,72,21,15555.0000
2540,28,72,22,15565.0000
2541,29,72,23,15570.0000
2542,30,72,24,15575.0000
2543,31,72,25,15582.0000
2544,32,72,26,15585.0000
2545,33,72,27,15594.0000
2546,34,72,28,15598.0000
2547,35,72,29,15606.0000
2548,36,72,30,15610.0000
2549,37,72,31,15618.0000
2550,38,72,32,15622.0000
2551,39,72,33,15630.0000
2552,40,72,34,15635.0000
2553,41,72,35,15642.0000
2554,41,72,36,15646.0000
2555,42,72,37,15655.0000
2556,42,72,38,15659.0000
2557,42,72,39,15667.0000
2558,42,72,40,15674.0000
2559,42,72,41,15677.0000
2560,42,72,42,15686.0000
2561,42,72,43,15689.0000
2562,42,72,44,15699.0000
2563,42,72,45,15705.0000
2564,5,73,1,15712.0000
2565,7,73,2,15718.0000
2566,9,73,3,15725.0000
2567,11,73,4,15731.0000
2568,13,73,5,15738.0000
2569,15,73,6,15742.0000
2570,16,73,7,15748.0000
2571,17,73,8,15753.0000
2572,18,73,9,15756.0000
2573,19,73,10,15764.0000
2574,20,73,11,15767.0000
2575,21,73,12,15775.0000
2576,22,73,13,15780.0000
2577,23,73,14,15786.0000
2578,24,73,15,15792.0000
2579,25,73,16,15798.0000
2580,26,73,17,15804.0000
2581,27,73,18,15810.0000
2582,28,73,19,15816.0000
2583,29,73,20,15822.0000
2584,30,73,21,15828.0000
2585,31,73,22,15833.0000
2586,32,73,23,15840.0000
2587,33,73,24,15845.0000
2588,34,73,25,15852.0000
2589,35,73,26,15858.0000
2590,36,73,27,15864.0000
2591,37,73,28,15869.0000
2592,37,73,29,15876.0000
2593,38,73,30,15882.0000
2594,38,73,31,15889.0000
2595,2,74,1,15895.0000
2596,4,74,2,15901.0000
2597,6,74,3,15908.0000
2598,7,74,4,15918.0000
2599,8,74,5,15925.0000
2600,9,74,6,15935.0000
2601,10,74,7,15942.0000
2602,12,74,8,15950.0000
2603,13,74,9,15956.0000
2604,14,74,10,15965.0000
2605,15,74,11,15970.0000
2606,16,74,12,15975.0000
2607,18,74,13,15983.0000
2608,20,74,14,15986.0000
2609,21,74,15,15993.0000
2610,22,74,16,15998.0000
2611,24,74,17,16005.0000
2612,26,74,18,16010.0000
2613,27,74,19,16017.0000
2614,28,74,20,16023.0000
2615,29,74,21,16028.0000
2616,30,74,22,16035.0000
2617,31,74,23,16040.0000
2618,32,74,24,16046.0000
2619,33,74,25,16052.0000
2620,34,74,26,16058.0000
2621,35,74,27,16064.0000
2622,36,74,28,16069.0000
2623,37,74,29,16076.0000
2624,37,74,30,16082.0000
2625,2,75,1,16089.0000
2626,4,75,2,16095.0000
2627,6,75,3,16101.0000
2628,7,75,4,16107.0000
2629,9,75,5,16114.0000
2630,10,75,6,16119.0000
2631,12,75,7,16123.0000
2632,13,75,8,16130.0000
2633,14,75,9,16135.0000
2634,15,75,10,16138.0000
2635,17,75,11,16147.0000
2636,18,75,12,16150.0000
2637,19,75,13,16158.0000
2638,21,75,14,16162.0000
2639,22,75,15,16170.0000
2640,23,75,16,16175.0000
2641,24,75,17,16181.0000
2642,25,75,18,16186.0000
2643,26,75,19,16193.0000
2644,27,75,20,16198.0000
2645,28,75,21,16205.0000
2646,29,75,22,16210.0000
2647,30,75,23,16217.0000
2648,31,75,24,16223.0000
2649,32,75,25,16229.0000
2650,33,75,26,16235.0000
2651,34,75,27,16241.0000
2652,35,75,28,16247.0000
2653,36,75,29,16247.0000
2654,37,75,30,16259.0000
2655,38,75,31,16265.0000
2656,39,75,32,16272.0000
2657,40,75,33,16278.0000
2658,41,75,34,16285.0000
2659,41,75,35,16291.0000
2660,3,76,1,16295.0000
2661,5,76,2,16305.0000
2662,7,76,3,16312.0000
2663,9,76,4,16316.0000
2664,11,76,5,16323.0000
2665,13,76,6,16326.0000
2666,14,76,7,16336.0000
2667,15,76,8,16338.0000
2668,16,76,9,16348.0000
2669,18,76,10,16350.0000
2670,19,76,11,16360.0000
2671,20,76,12,16365.0000
2672,21,76,13,16369.0000
2673,22,76,14,16377.0000
2674,23,76,15,16382.0000
2675,24,76,16,16387.0000
2676,25,76,17,16394.0000
2677,26,76,18,16400.0000
2678,27,76,19,16405.0000
2679,28,76,20,16411.0000
2680,29,76,21,16417.0000
2681,30,76,22,16422.0000
2682,31,76,23,16429.0000
2683,32,76,24,16433.0000
2684,33,76,25,16440.0000
2685,34,76,26,16446.0000
2686,35,76,27,16452.0000
2687,36,76,28,16458.0000
2688,37,76,29,16464.0000
2689,38,76,30,16469.0000
2690,39,76,31,16476.0000
2691,40,76,32,16482.0000
2692,40,76,33,16485.0000
2693,40,76,34,16494.0000
2694,40,76,35,16495.0000
2695,40,76,36,16506.0000
2696,40,76,37,16506.0000
2697,40,76,38,16520.0000
2698,40,76,39,16525.0000
2699,40,76,40,16525.0000
2700,3,77,1,16539.0000
2701,5,77,2,16545.0000
2702,6,77,3,16551.0000
2703,8,77,4,16556.0000
2704,10,77,5,16563.0000
2705,12,77,6,16568.0000
2706,13,77,7,16573.0000
2707,14,77,8,16578.0000
2708,15,77,9,16581.0000
2709,16,77,10,16589.0000
2710,17,77,11,16592.0000
2711,18,77,12,16599.0000
2712,19,77,13,16605.0000
2713,20,77,14,16611.0000
2714,21,77,15,16616.0000
2715,22,77,16,16622.0000
2716,23,77,17,16627.0000
2717,24,77,18,16628.0000
2718,25,77,19,16638.0000
2719,26,77,20,16641.0000
2720,27,77,21,16649.0000
2721,28,77,22,16655.0000
2722,29,77,23,16661.0000
2723,30,77,24,16665.0000
2724,31,77,25,16672.0000
2725,32,77,26,16677.0000
2726,33,77,27,16684.0000
2727,34,77,28,16689.0000
2728,35,77,29,16696.0000
2729,36,77,30,16702.0000
2730,37,77,31,16708.0000
2731,38,77,32,16714.0000
2732,39,77,33,16719.0000
2733,40,77,34,16725.0000
2734,40,77,35,16732.0000
2735,2,78,1,16738.0000
2736,4,78,2,16745.0000
2737,6,78,3,16751.0000
2738,8,78,4,16757.0000
2739,9,78,5,16764.0000
2740,10,78,6,16770.0000
2741,11,78,7,16776.0000
2742,12,78,8,16784.0000
2743,14,78,9,16787.0000
2744,15,78,10,16796.0000
2745,16,78,11,16799.0000
2746,17,78,12,16808.0000
2747,18,78,13,16811.0000
2748,20,78,14,16819.0000
2749,21,78,15,16825.0000
2750,22,78,16,16831.0000
2751,23,78,17,16835.0000
2752,24,78,18,16842.0000
2753,25,78,19,16847.0000
2754,26,78,20,16854.0000
2755,27,78,21,16859.0000
2756,28,78,22,16866.0000
2757,29,78,23,16872.0000
2758,30,78,24,16877.0000
2759,31,78,25,16883.0000
2760,32,78,26,16889.0000
2761,33,78,27,16895.0000
2762,34,78,28,16901.0000
2763,35,78,29,16908.0000
2764,36,78,30,16913.0000
2765,37,78,31,16919.0000
2766,38,78,32,16926.0000
2767,39,78,33,16932.0000
2768,39,78,34,16935.0000
2769,3,79,1,16945.0000
2770,5,79,2,16952.0000
2771,7,79,3,16958.0000
2772,9,79,4,16963.0000
2773,11,79,5,16970.0000
2774,12,79,6,16975.0000
2775,13,79,7,16981.0000
2776,14,79,8,16986.0000
2777,15,79,9,16991.0000
2778,17,79,10,16995.0000
2779,18,79,11,17006.0000
2780,19,79,12,17012.0000
2781,20,79,13,17018.0000
2782,21,79,14,17023.0000
2783,22,79,15,17029.0000
2784,23,79,16,17035.0000
2785,24,79,17,17041.0000
2786,25,79,18,17047.0000
2787,26,79,19,17053.0000
2788,27,79,20,17059.0000
2789,28,79,21,17065.0000
2790,29,79,22,17071.0000
2791,30,79,23,17077.0000
2792,31,79,24,17083.0000
2793,32,79,25,17089.0000
2794,33,79,26,17095.0000
2795,34,79,27,17101.0000
2796,35,79,28,17108.0000
2797,36,79,29,17114.0000
2798,37,79,30,17120.0000
2799,38,79,31,17126.0000
2800,38,79,32,17133.0000
2801,38,79,33,17139.0000
2802,38,79,34,17145.0000
2803,4,80,1,17151.0000
2804,6,80,2,17158.0000
2805,8,80,3,17164.0000
2806,10,80,4,17169.0000
2807,12,80,5,17175.0000
2808,14,80,6,17180.0000
2809,16,80,7,17185.0000
2810,17,80,8,17188.0000
2811,18,80,9,17197.0000
2812,20,80,10,17203.0000
2813,21,80,11,17206.0000
2814,23,80,12,17213.0000
2815,24,80,13,17218.0000
2816,25,80,14,17225.0000
2817,26,80,15,17230.0000
2818,27,80,16,17237.0000
2819,28,80,17,17243.0000
2820,29,80,18,17249.0000
2821,30,80,19,17255.0000
2822,31,80,20,17261.0000
2823,32,80,21,17268.0000
2824,33,80,22,17273.0000
2825,34,80,23,17279.0000
2826,35,80,24,17285.0000
2827,36,80,25,17292.0000
2828,37,80,26,17297.0000
2829,38,80,27,17304.0000
2830,39,80,28,17309.0000
2831,40,80,29,17316.0000
2832,41,80,30,17322.0000
2833,41,80,31,17327.0000
2834,42,80,32,17335.0000
2835,42,80,33,17339.0000
2836,42,80,34,17347.0000
2837,42,80,35,17351.0000
2838,42,80,36,17360.0000
2839,42,80,37,17365.0000
2840,43,80,38,17373.0000
2841,43,80,39,17380.0000
2842,3,81,1,17386.0000
2843,5,81,2,17392.0000
2844,7,81,3,17395.0000
2845,9,81,4,17403.0000
2846,10,81,5,17406.0000
2847,11,81,6,17413.0000
2848,12,81,7,17418.0000
2849,13,81,8,17426.0000
2850,14,81,9,17430.0000
2851,15,81,10,17437.0000
2852,16,81,11,17442.0000
2853,17,81,12,17449.0000
2854,18,81,13,17455.0000
2855,19,81,14,17461.0000
2856,20,81,15,17466.0000
2857,21,81,16,17472.0000
2858,22,81,17,17478.0000
2859,23,81,18,17483.0000
2860,24,81,19,17490.0000
2861,25,81,20,17496.0000
2862,26,81,21,17502.0000
2863,27,81,22,17508.0000
2864,28,81,23,17514.0000
2865,29,81,24,17520.0000
2866,31,81,25,17525.0000
2867,32,81,26,17532.0000
2868,33,81,27,17538.0000
2869,34,81,28,17544.0000
2870,35,81,29,17550.0000
2871,36,81,30,17556.0000
2872,37,81,31,17562.0000
2873,38,81,32,17568.0000
2874,38,81,33,17576.0000
2875,2,82,1,17582.0000
2876,4,82,2,17588.0000
2877,6,82,3,17595.0000
2878,8,82,4,17601.0000
2879,9,82,5,17607.0000
2880,10,82,6,17612.0000
2881,11,82,7,17616.0000
2882,13,82,8,17619.0000
2883,14,82,9,17627.0000
2884,15,82,10,17631.0000
2885,16,82,11,17638.0000
2886,17,82,12,17642.0000
2887,18,82,13,17649.0000
2888,19,82,14,17655.0000
2889,20,82,15,17660.0000
2890,21,82,16,17666.0000
2891,22,82,17,17672.0000
2892,23,82,18,17677.0000
2893,24,82,19,17679.0000
2894,25,82,20,17689.0000
2895,26,82,21,17694.0000
2896,27,82,22,17698.0000
2897,29,82,23,17706.0000
2898,30,82,24,17709.0000
2899,31,82,25,17718.0000
2900,32,82,26,17725.0000
2901,33,82,27,17730.0000
2902,34,82,28,17737.0000
2903,35,82,29,17742.0000
2904,36,82,30,17746.0000
2905,37,82,31,17755.0000
2906,38,82,32,17758.0000
2907,39,82,33,17768.0000
2908,40,82,34,17770.0000
2909,41,82,35,17780.0000
2910,42,82,36,17785.0000
2911,43,82,37,17793.0000
